84172
_ po:div
améliorateur/Fc() po:adj
amène/S.() po:adj is:epi
amibe/S.() po:nom is:fem
amict/S.() po:nom is:mas
amide/S.() po:nom is:epi
amine/S.() po:nom is:fem
amome/S.() po:nom is:mas
amont/S.() po:nom is:mas
amour/S.() po:nom is:mas
amphi/S.() po:nom is:mas
ample/S.() po:adj is:epi
ampli/S.() po:nom is:mas
amuïr/fY() po:v2____p_e_
amure/S.() po:nom is:fem
amyle/S.() po:nom is:mas
anche/S.() po:nom is:fem
ancre/S.() po:nom is:fem
andin/F.() po:nom po:adj
anesthésiant/F.() po:adj
aneth/S.() po:nom is:mas
angle/S.() po:nom is:mas
anglo-indien/F+() po:adj
angon/S.() po:nom is:mas
angor/S.() po:nom is:mas
animé/S.() po:nom is:mas
anion/S.() po:nom is:mas
année/S.() po:nom is:fem
anode/S.() po:nom is:fem
anone/S.() po:nom is:fem
antébrachial/W.() po:adj
antécambrien/F+() po:adj
antédiluvien/F+() po:adj
anthraciteux/W.() po:adj
antibrouillé/F.() po:adj
anticipateur/Fc() po:adj
anticolonial/W.() po:adj
anticyclonal/W.() po:adj
antidérapant/F.() po:adj
antidétonant/F.() po:adj
antidiagonal/W.() po:adj
antinational/W.() po:adj
anti-oxydant/F.() po:adj
antipaludéen/F+() po:adj
antiréflexif/F.() po:adj
antisyndical/W.() po:adj
antivénéneux/W.() po:adj
antivénérien/F+() po:adj
antivenimeux/W.() po:adj
antre/S.() po:nom is:mas
aorte/S.() po:adj is:epi
aorte/S.() po:nom is:fem
apéro/S.() po:nom is:mas
aphte/S.() po:nom is:mas
à-pic/S.() po:nom is:mas
apidé/S.() po:nom is:mas
apiol/S.() po:nom is:mas
apion/S.() po:nom is:mas
aplat/S.() po:nom is:mas
apnée/S.() po:nom is:fem
apode/S.() po:adj is:epi
apode/S.() po:nom is:mas
appareilleur/Fs() po:nom
appât/S.() po:nom is:mas
appel/S.() po:nom is:mas
appli/S.() po:nom is:fem
apprivoiseur/Fs() po:nom
approximatif/F.() po:adj
appui/S.() po:nom is:mas
apyre/S.() po:adj is:epi
arachnoïdien/F+() po:adj
arbre/S.() po:nom is:mas
arche/S.() po:nom is:fem
archi/S.() po:nom is:fem
arçon/S.() po:nom is:mas
aréna/S.() po:nom is:mas
arène/S.() po:nom is:fem
arête/S.() po:nom is:fem
argan/S.() po:nom is:mas
argol/S.() po:nom is:mas
argon/S.() po:nom is:mas
argot/S.() po:nom is:mas
argumentatif/F.() po:adj
aride/S.() po:adj is:epi
arien/F+() po:nom po:adj
arion/S.() po:nom is:mas
arité/S.() po:nom is:fem
armée/S.() po:nom is:fem
armet/S.() po:nom is:mas
armon/S.() po:nom is:mas
arôme/S.() po:nom is:mas
arrêt/S.() po:nom is:mas
arroi/S.() po:nom is:mas
arrondisseur/Fs() po:nom
arsin/F.() po:nom po:adj
artel/S.() po:nom is:mas
aryle/S.() po:nom is:mas
ascensionnel/F+() po:adj
asile/S.() po:nom is:mas
aspic/S.() po:nom is:mas
asple/S.() po:nom is:mas
asque/S.() po:nom is:epi
assec/S.() po:nom is:mas
asservissant/F.() po:adj
assidûment/L'D'Q' po:adv
assortisseur/Fs() po:nom
assoupissant/F.() po:adj
assurément/L'D'Q' po:adv
aster/S.() po:nom is:mas
astre/S.() po:nom is:mas
atchoum/L'D'Q' po:interj
atèle/S.() po:nom is:mas
atemi/S.() po:nom is:mas
atoca/S.() po:nom is:mas
atoll/S.() po:nom is:mas
atome/S.() po:nom is:mas
atone/S.() po:adj is:epi
atour/S.() po:nom is:mas
atout/S.() po:nom is:mas
atrocement/L'D'Q' po:adv
attentionnel/F+() po:adj
aubin/S.() po:nom is:mas
aucunement/L'D'Q' po:adv
audio/S.() po:nom is:mas
audio-visuel/F+() po:adj
audit/S.() po:nom is:mas
augée/S.() po:nom is:fem
auget/S.() po:nom is:mas
aulne/S.() po:nom is:mas
auparavant/L'D'Q' po:adv
austronésien/F+() po:adj
autan/S.() po:nom is:mas
autel/S.() po:nom is:mas
auto-adhésif/F.() po:adj
auto-adjoint/F.() po:adj
autobloquant/F.() po:adj
autobronzant/F.() po:adj
autoévaluant/F.() po:adj
automaticien/F+() po:nom
autopropulsé/F.() po:adj
autorisateur/Fc() po:nom
avant/S.() po:nom is:mas
avant-hier/L'D'Q' po:adv
avent/S.() po:nom is:mas
avide/S.() po:adj is:epi
avion/S.() po:nom is:mas
aviso/S.() po:nom is:mas
avoir/S.() po:nom is:mas
avoir/zA() po:v0ait____a
avril/S.() po:nom is:mas
awalé/S.() po:nom is:mas
axialement/L'D'Q' po:adv
axile/S.() po:adj is:epi
axone/S.() po:nom is:mas
ayant/S.() po:nom is:mas
azéri/F.() po:nom po:adj
azine/S.() po:nom is:fem
azobé/S.() po:nom is:mas
azole/S.() po:nom is:mas
azote/S.() po:nom is:mas
azoth/S.() po:nom is:mas
babil/S.() po:nom is:mas
baby-boomeur/Fs() po:nom
bâche/S.() po:nom is:fem
bachi/S.() po:nom is:mas
bacon/S.() po:nom is:mas
bacul/S.() po:nom is:epi
badge/S.() po:nom is:epi
badigeonneur/Fs() po:nom
badin/F.() po:nom po:adj
baffe/S.() po:nom is:fem
bagad/S.() po:nom is:mas
bagel/S.() po:nom is:mas
baggy/A.() po:nom is:mas
bagne/S.() po:nom is:mas
bagou/S.() po:nom is:mas
bague/S.() po:nom is:fem
bahaï/F.() po:nom po:adj
bahut/S.() po:nom is:mas
baïne/S.() po:nom is:fem
baise/S.() po:nom is:fem
balai/S.() po:nom is:mas
balle/S.() po:nom is:fem
balsa/S.() po:nom is:mas
balte/S.() po:adj is:epi
banalement/L'D'Q' po:adv
banco/S.() po:nom is:mas
bande/S.() po:nom is:fem
banjo/S.() po:nom is:mas
banne/S.() po:nom is:fem
banon/S.() po:nom is:mas
baragouineur/Fs() po:nom
barbe/S.() po:nom is:epi
barbouilleur/Fs() po:nom
barbu/F.() po:nom po:adj
barda/S.() po:nom is:mas
barde/S.() po:nom is:fem
barge/S.() po:nom is:fem
baril/S.() po:nom is:mas
barre/S.() po:nom is:fem
barye/S.() po:nom is:fem
basin/S.() po:nom is:mas
baste/S.() po:nom is:epi
batch/S.() po:nom is:mas
batik/S.() po:nom is:mas
bâton/S.() po:nom is:mas
batte/S.() po:nom is:fem
baudelairien/F+() po:adj
bauge/S.() po:nom is:epi
baume/S.() po:nom is:epi
bayle/S.() po:nom is:epi
bayou/S.() po:nom is:mas
bazar/S.() po:nom is:mas
bazou/S.() po:nom is:mas
beauf/S.() po:nom is:mas
bêche/S.() po:nom is:fem
bécot/S.() po:nom is:mas
bedon/S.() po:nom is:mas
beethovénien/F+() po:adj
bégum/S.() po:nom is:fem
belon/S.() po:nom is:mas
bémol/S.() po:nom is:mas
bénef/S.() po:nom is:mas
bénéf/S.() po:nom is:mas
benêt/S.() po:nom is:mas
benne/S.() po:nom is:fem
bento/S.() po:nom is:mas
berce/S.() po:nom is:fem
béret/S.() po:nom is:mas
berge/S.() po:nom is:fem
berme/S.() po:nom is:fem
berne/S.() po:nom is:fem
béryl/S.() po:nom is:mas
bêtabloquant/F.() po:adj
bêta-lecteur/Fc() po:nom
bêta-testeur/Fs() po:nom
bétel/S.() po:nom is:mas
béton/S.() po:nom is:mas
bette/S.() po:nom is:fem
bévue/S.() po:nom is:fem
biaxe/S.() po:adj is:epi
bible/S.() po:nom is:fem
biche/S.() po:nom is:fem
biclé/S.() po:nom is:fem
bicot/S.() po:nom is:mas
bidet/S.() po:nom is:mas
bidon/S.() po:nom is:mas
bienveillant/F.() po:adj
bière/S.() po:nom is:fem
biffe/S.() po:nom is:fem
bigle/S.() po:adj is:epi
bigle/S.() po:nom is:mas
bigot/F.() po:nom po:adj
bigotement/L'D'Q' po:adv
bigue/S.() po:nom is:fem
bi-invariant/F.() po:adj
bijou/X.() po:nom is:mas
biker/S.() po:nom is:epi
bilan/S.() po:nom is:mas
bille/S.() po:nom is:fem
bimbo/S.() po:nom is:fem
bindi/S.() po:nom is:mas
bingo/S.() po:nom is:mas
biome/S.() po:nom is:mas
biophysicien/F+() po:nom
biote/S.() po:nom is:mas
bique/S.() po:nom is:fem
birbe/S.() po:nom is:mas
biréfringent/F.() po:adj
biset/S.() po:nom is:mas
bisimplicial/W.() po:adj
bisou/S.() po:nom is:mas
bisse/S.() po:nom is:epi
bitte/S.() po:nom is:fem
bizut/S.() po:nom is:mas
blaff/S.() po:nom is:mas
blair/S.() po:nom is:mas
blâme/S.() po:nom is:mas
blanc/F.() po:nom po:adj
blanchissant/F.() po:adj
blanchisseur/Fs() po:nom
blême/S.() po:adj is:epi
blini/S.() po:nom is:mas
blond/F.() po:nom po:adj
bloom/S.() po:nom is:mas
bluff/S.() po:nom is:mas
blush/S.() po:nom is:mas
bocal/X.() po:nom is:mas
boche/S.() po:nom is:epi
bodhi/S.() po:nom is:fem
bodybuildeur/Fs() po:nom
boëte/S.() po:nom is:fem
bogie/S.() po:nom is:mas
bogue/S.() po:nom is:epi
boire/S.() po:nom is:mas
boire/xC() po:v3_it_x__a
boîte/S.() po:nom is:fem
boldo/S.() po:nom is:mas
bolée/S.() po:nom is:fem
bolet/S.() po:nom is:mas
bollywoodien/F+() po:adj
bombe/S.() po:nom is:fem
bonde/S.() po:nom is:fem
bongo/S.() po:nom is:mas
bonté/S.() po:nom is:fem
boost/S.() po:nom is:mas
borée/S.() po:nom is:mas
borie/S.() po:nom is:fem
borne/S.() po:nom is:fem
borosilicaté/F.() po:adj
bosco/S.() po:nom is:mas
boson/S.() po:nom is:mas
bosse/S.() po:nom is:fem
bossu/F.() po:nom po:adj
botte/S.() po:nom is:fem
bouée/S.() po:nom is:fem
bouge/S.() po:nom is:mas
bougrement/L'D'Q' po:adv
bouif/S.() po:nom is:mas
bouillonnant/F.() po:adj
boule/S.() po:nom is:fem
bouleversant/F.() po:adj
bourg/S.() po:nom is:mas
bourgeoisial/W.() po:adj
bourgeonnant/F.() po:adj
bourgeonneux/W.() po:adj
bourlingueur/Fs() po:nom
boursicoteur/Fs() po:nom
boursicotier/F.() po:adj
bouse/S.() po:nom is:fem
bovin/S.() po:nom is:mas
boxer/S.() po:nom is:mas
boxon/S.() po:nom is:mas
boyau/X.() po:nom is:mas
braie/S.() po:nom is:fem
brame/S.() po:nom is:mas
brane/S.() po:nom is:fem
bras-le-corps po:loc.adv
bravo/I.() po:nom is:mas
break/S.() po:nom is:mas
bredouillant/F.() po:adj
brèle/S.() po:nom is:epi
brêle/S.() po:nom is:fem
brème/S.() po:nom is:fem
Corée/S.() po:nom is:fem
bribe/S.() po:nom is:fem
brick/S.() po:nom is:mas
bride/S.() po:nom is:fem
brièvement/L'D'Q' po:adv
brise/S.() po:nom is:fem
brize/S.() po:nom is:fem
broie/S.() po:nom is:fem
brome/S.() po:nom is:mas
brook/S.() po:nom is:mas
brout/S.() po:nom is:mas
bruit/S.() po:nom is:mas
brume/S.() po:nom is:fem
brute/S.() po:nom is:fem
bruyamment/L'D'Q' po:adv
bubon/S.() po:nom is:mas
bûche/S.() po:nom is:fem
buggy/A.() po:nom is:mas
bugle/S.() po:nom is:epi
bugne/S.() po:nom is:fem
build/S.() po:nom is:epi
buire/S.() po:nom is:fem
bulbe/S.() po:nom is:mas
bulle/S.() po:nom is:fem
bulot/S.() po:nom is:mas
bureauticien/F+() po:nom
burin/S.() po:nom is:mas
burne/S.() po:nom is:fem
buron/S.() po:nom is:mas
burqa/S.() po:nom is:fem
buste/S.() po:nom is:mas
butée/S.() po:nom is:fem
butin/S.() po:nom is:mas
butor/S.() po:nom is:mas
butte/S.() po:nom is:fem
buvée/S.() po:nom is:fem
bye-bye/L'D'Q' po:interj
caban/S.() po:nom is:mas
câble/S.() po:nom is:mas
cabri/S.() po:nom is:mas
cacao/S.() po:nom is:mas
cache/S.() po:nom is:epi
cacou/S.() po:nom is:epi
cacou/S.() po:nom is:mas
caddy/S.() po:nom is:mas
cadet/F+() po:nom po:adj
cador/S.() po:nom is:mas
cadre/S.() po:nom is:epi
cæcum/S.() po:nom is:mas
cafre/S.() po:nom is:epi
caget/S.() po:nom is:mas
cagne/S.() po:nom is:fem
cagot/F.() po:nom po:adj
cagou/S.() po:nom is:mas
cague/S.() po:nom is:fem
cahin-caha/L'D'Q' po:adv
cahot/S.() po:nom is:mas
caïeu/X.() po:nom is:mas
cairn/S.() po:nom is:mas
cajou/S.() po:nom is:mas
cajun/S.() po:adj is:epi
calao/S.() po:nom is:mas
câlin/S.() po:nom is:mas
câlinement/L'D'Q' po:adv
calme/S.() po:adj is:epi
calme/S.() po:nom is:mas
calomniateur/Fc() po:nom
calorifugeur/Fs() po:nom
calot/S.() po:nom is:mas
calva/S.() po:nom is:mas
camée/S.() po:nom is:mas
caméo/S.() po:nom is:mas
campo/S.() po:nom is:mas
camus/F.() po:nom po:adj
canal/X.() po:nom is:mas
canalisateur/Fc() po:nom
canif/S.() po:nom is:mas
canna/S.() po:nom is:mas
canne/S.() po:nom is:fem
canoë/S.() po:nom is:mas
canon/S.() po:adj is:epi
canon/S.() po:nom is:mas
cañon/S.() po:nom is:mas
canot/S.() po:nom is:mas
canut/S.() po:nom is:mas
caoua/S.() po:nom is:mas
capitalisant/F.() po:adj
capot/S.() po:nom is:mas
câpre/S.() po:nom is:epi
caque/S.() po:nom is:fem
caramba/L'D'Q' po:interj
carat/S.() po:nom is:mas
carde/S.() po:nom is:fem
cardé/S.() po:nom is:mas
caret/S.() po:nom is:mas
cargo/S.() po:nom is:mas
carie/S.() po:nom is:fem
carillonnant/F.() po:adj
carillonneur/Fs() po:nom
carme/S.() po:nom is:mas
carne/S.() po:nom is:fem
caron/S.() po:nom is:mas
carpe/S.() po:nom is:epi
carpiculteur/Fc() po:nom
carré/F.() po:nom po:adj
carre/S.() po:nom is:fem
carry/S.() po:nom is:mas
carte/S.() po:nom is:fem
cartomancien/F+() po:nom
carvi/S.() po:nom is:mas
casse/S.() po:nom is:epi
caste/S.() po:nom is:fem
catch/S.() po:nom is:mas
catégorisant/F.() po:adj
catin/S.() po:nom is:fem
cause/S.() po:nom is:fem
cavée/S.() po:nom is:fem
cavet/S.() po:nom is:mas
cèdre/S.() po:nom is:mas
cégep/S.() po:nom is:mas
cella/S.() po:nom is:fem
celte/S.() po:nom is:epi
celto-romain/F.() po:adj
centrifugeur/Fs() po:nom
cépée/S.() po:nom is:fem
cérat/S.() po:nom is:mas
cerce/S.() po:nom is:fem
cerne/S.() po:nom is:mas
césar/S.() po:nom is:mas
ceste/S.() po:nom is:mas
cétol/S.() po:nom is:mas
chair/S.() po:nom is:fem
chalcédonien/F+() po:nom
châle/S.() po:nom is:mas
champ/S.() po:nom is:mas
chant/S.() po:nom is:mas
chantourneur/Fs() po:nom
chape/S.() po:nom is:fem
chastement/L'D'Q' po:adv
chaud/F.() po:nom po:adj
chaudement/L'D'Q' po:adv
chaudronnier/F.() po:nom
chêne/S.() po:nom is:mas
chère/S.() po:nom is:fem
chichement/L'D'Q' po:adv
chiée/S.() po:nom is:fem
chien/F+() po:nom po:adj
chili/S.() po:nom is:mas
chine/S.() po:nom is:epi
chiot/S.() po:nom is:mas
chiquement/L'D'Q' po:adv
chiromancien/F+() po:nom
chœur/S.() po:nom is:mas
choir/pX() po:v3_i_____a
chope/S.() po:nom is:fem
chose/S.() po:nom is:fem
chott/S.() po:nom is:mas
chute/S.() po:nom is:fem
chyle/S.() po:nom is:mas
chyme/S.() po:nom is:mas
cible/S.() po:nom is:fem
ci-dessous/L'D'Q' po:adv
cidre/S.() po:nom is:mas
ciguë/S.() po:nom is:fem
cippe/S.() po:nom is:mas
circonciseur/Fs() po:nom
circonvoisin/F.() po:adj
ciron/S.() po:nom is:mas
cirre/S.() po:nom is:mas
cirse/S.() po:nom is:mas
ciste/S.() po:nom is:epi
civet/S.() po:nom is:mas
civil/F.() po:nom po:adj
civilement/L'D'Q' po:adv
civilisateur/Fc() po:adj
clade/S.() po:nom is:mas
claie/S.() po:nom is:fem
clair/F.() po:nom po:adj
clairement/L'D'Q' po:adv
clamp/S.() po:nom is:mas
clash/A.() po:nom is:mas
classicisant/F.() po:adj
clerc/S.() po:nom is:epi
clito/S.() po:nom is:mas
clodo/S.() po:nom is:epi
clone/S.() po:nom is:epi
clope/S.() po:nom is:epi
cloud/S.() po:nom is:mas
clown/S.() po:nom is:epi
cluse/S.() po:nom is:fem
coach/A.() po:nom is:epi
coadaptateur/Fc() po:nom
coalitionnel/F+() po:adj
coati/S.() po:nom is:mas
cobée/S.() po:nom is:fem
cobra/S.() po:nom is:mas
coche/S.() po:nom is:epi
cocon/S.() po:nom is:mas
codec/S.() po:nom is:mas
codet/S.() po:nom is:mas
codon/S.() po:nom is:mas
cogne/S.() po:nom is:mas
cohue/S.() po:nom is:fem
coing/S.() po:nom is:mas
coite/S.() po:adj is:fem
colin/S.() po:nom is:mas
collaboratif/F.() po:adj
colle/S.() po:nom is:fem
coloc/S.() po:nom is:epi
colon/S.() po:nom is:mas
côlon/S.() po:nom is:mas
colonisateur/Fc() po:nom
colza/S.() po:nom is:mas
combe/S.() po:nom is:fem
combi/S.() po:nom is:epi
combo/S.() po:nom is:mas
comma/S.() po:nom is:mas
commandeur/FsGe() po:nom
commémoratif/F.() po:adj
commentateur/Fc() po:nom
communicatif/F.() po:adj
compatissant/F.() po:adj
compo/S.() po:nom is:fem
compograveur/Fs() po:nom
componctueux/W.() po:adj
componentiel/F+() po:adj
compréhensif/F.() po:adj
comté/S.() po:nom is:mas
concernant po:mg po:prep
condé/S.() po:nom is:mas
confédératif/F.() po:adj
conférencier/F.() po:nom
confidentiel/F+() po:adj
confraternel/F+() po:adj
confusionnel/F+() po:adj
conga/S.() po:nom is:fem
congé/S.() po:nom is:mas
congrûment/L'D'Q' po:adv
conjonctival/W.() po:adj
conjoncturel/F+() po:adj
connecticien/F+() po:nom
connu/S.() po:nom is:mas
considératif/F.() po:adj
consistorial/W.() po:adj
conso/S.() po:nom is:fem
constringent/F.() po:adj
conte/S.() po:nom is:mas
contemplatif/F.() po:adj
continuateur/Fc() po:nom
contraceptif/F.() po:adj
contragestif/F.() po:adj
contraignant/F.() po:adj
contremaître/F+() po:nom
contrevenant/F.() po:nom
contributeur/Fc() po:nom
copal/S.() po:nom is:mas
copie/S.() po:nom is:fem
copla/S.() po:nom is:fem
coque/S.() po:nom is:fem
coran/S.() po:nom is:mas
cordé/F.() po:nom po:adj
corde/S.() po:nom is:fem
corme/S.() po:nom is:epi
corne/S.() po:nom is:fem
cornu/F.() po:nom po:adj
coron/S.() po:nom is:mas
corso/S.() po:nom is:mas
cosse/S.() po:nom is:fem
coton/S.() po:nom is:mas
cotre/S.() po:nom is:mas
cotte/S.() po:nom is:fem
couac/S.() po:nom is:mas
coude/S.() po:nom is:mas
coule/S.() po:nom is:fem
coupe/S.() po:nom is:fem
couramment/L'D'Q' po:adv
courtement/L'D'Q' po:adv
couvi/S.() po:adj is:mas
covin/S.() po:nom is:mas
coxo-fémoral/W.() po:adj
coyau/X.() po:nom is:mas
coyer/S.() po:nom is:mas
crabe/S.() po:nom is:mas
crack/S.() po:nom is:mas
crade/S.() po:adj is:epi
craie/S.() po:nom is:fem
crâne/S.() po:nom is:mas
craniofacial/W.() po:adj
crase/S.() po:nom is:fem
crash/A.() po:nom is:mas
crave/S.() po:nom is:mas
crawl/S.() po:nom is:mas
crème/S.() po:nom is:epi
crêpe/S.() po:nom is:epi
crépi/S.() po:nom is:mas
crête/S.() po:nom is:fem
crève/S.() po:nom is:fem
crevé/S.() po:nom is:mas
criée/S.() po:nom is:fem
crime/S.() po:nom is:mas
crise/S.() po:nom is:fem
croco/S.() po:nom is:mas
croissantier/F.() po:nom
croît/S.() po:nom is:mas
croquignolet/F+() po:adj
croup/S.() po:nom is:mas
croustillant/F.() po:adj
croustilleux/W.() po:adj
crwth/S.() po:nom is:mas
cuche/S.() po:nom is:fem
cui-cui/L'D'Q' po:interj
cuire/yL() po:v3_it____a
cuisamment/L'D'Q' po:adv
cuite/S.() po:nom is:fem
culée/S.() po:nom is:fem
culot/S.() po:nom is:mas
culte/S.() po:nom is:mas
cumin/S.() po:nom is:mas
cumul/S.() po:nom is:mas
cupidement/L'D'Q' po:adv
curée/S.() po:nom is:fem
curie/S.() po:nom is:fem
curie/Um() po:nom is:mas
curry/S.() po:nom is:mas
cuvée/S.() po:nom is:fem
cycle/S.() po:nom is:mas
cyclo/S.() po:nom is:mas
cygne/S.() po:nom is:mas
dague/S.() po:nom is:fem
dahir/S.() po:nom is:mas
daine/S.() po:nom is:fem
dalle/S.() po:nom is:fem
dalot/S.() po:nom is:mas
daman/S.() po:nom is:mas
damasquineur/Fs() po:nom
dance/S.() po:nom is:fem
dandy/A.() po:nom is:mas
danse/S.() po:nom is:fem
darne/S.() po:adj is:epi
darne/S.() po:nom is:fem
darse/S.() po:nom is:fem
datif/S.() po:nom is:mas
datte/S.() po:nom is:fem
daube/S.() po:nom is:fem
débarrasseur/Fs() po:nom
débat/S.() po:nom is:mas
débet/S.() po:nom is:mas
débilement/L'D'Q' po:adv
débit/S.() po:nom is:mas
débourgeoisé/F.() po:adj
début/S.() po:nom is:mas
décalcifiant/F.() po:adj
décan/S.() po:nom is:mas
décathlonien/F+() po:nom
dèche/S.() po:nom is:fem
déchiqueteur/Fs() po:nom
décidément/L'D'Q' po:adv
déconcertant/F.() po:adj
décor/S.() po:nom is:mas
décortiqueur/Fs() po:nom
décourageant/F.() po:adj
décri/S.() po:nom is:mas
dédit/S.() po:nom is:mas
défet/S.() po:nom is:mas
dégât/S.() po:nom is:mas
dégel/S.() po:nom is:mas
degré/S.() po:nom is:mas
dégun/S.() po:nom is:mas
déité/S.() po:nom is:fem
délai/S.() po:nom is:mas
delco/S.() po:nom is:mas
délié/S.() po:nom is:mas
déliquescent/F.() po:adj
délit/S.() po:nom is:mas
délocalisant/F.() po:adj
délot/S.() po:nom is:mas
delta/S.() po:nom is:mas
démaquillant/F.() po:adj
Mlle/S.() po:titr is:fem
démonstratif/F.() po:adj
démoralisant/F.() po:adj
démystifiant/F.() po:adj
denar/S.() po:nom is:mas
denim/S.() po:nom is:mas
dense/S.() po:adj is:epi
dento-facial/W.() po:adj
dépénalisant/F.() po:adj
dépit/S.() po:nom is:mas
dépôt/S.() po:nom is:mas
derby/S.() po:nom is:mas
dérégulateur/Fc() po:adj
derme/S.() po:nom is:mas
derny/S.() po:nom is:mas
désagrégeant/F.() po:adj
désarçonnant/F.() po:adj
déséquilibré/F.() po:nom
désertifiant/F.() po:adj
déshydratant/F.() po:adj
désincitatif/F.() po:adj
désinfectant/F.() po:adj
désinfecteur/Fc() po:nom
désir/S.() po:nom is:mas
désobéissant/F.() po:adj
désodorisant/F.() po:adj
dessiccateur/Fc() po:adj
dette/S.() po:nom is:fem
deuil/S.() po:nom is:mas
dévalorisant/F.() po:adj
devin/S.() po:nom is:mas
devon/S.() po:nom is:mas
dévot/F.() po:nom po:adj
dévotement/L'D'Q' po:adv
dewar/S.() po:nom is:mas
dextrement/L'D'Q' po:adv
dextrorsum/L'D'Q' po:adv
dhikr/S.() po:nom is:mas
dhole/S.() po:nom is:mas
diablement/L'D'Q' po:adv
diane/S.() po:nom is:fem
diantre/L'D'Q' po:interj
diapo/S.() po:nom is:fem
didot/S.() po:nom is:mas
diène/S.() po:nom is:mas
dièse/S.() po:nom is:mas
diète/S.() po:nom is:fem
diffa/S.() po:nom is:fem
diffusionnel/F+() po:adj
digit/S.() po:nom is:mas
digne/S.() po:adj is:epi
digon/S.() po:nom is:mas
digue/S.() po:nom is:fem
dimensionnel/F+() po:adj
diminuendo/L'D'Q' po:adv
dinar/S.() po:nom is:mas
dinde/S.() po:nom is:fem
dînée/S.() po:nom is:fem
dîner/S.() po:nom is:mas
dingo/S.() po:nom is:mas
diode/S.() po:nom is:fem
dione/S.() po:nom is:fem
Moire/S.() po:nom is:fem
directionnel/F+() po:adj
dirlo/S.() po:nom is:epi
disco/S.() po:nom is:epi
discriminant/F.() po:adj
dissociateur/Fc() po:adj
distillateur/Fc() po:nom
diton/S.() po:nom is:mas
divan/S.() po:nom is:mas
divertissant/F.() po:adj
divin/F.() po:nom po:adj
divinement/L'D'Q' po:adv
djinn/S.() po:nom is:mas
doche/S.() po:nom is:fem
docilement/L'D'Q' po:adv
docte/S.() po:adj is:epi
dogat/S.() po:nom is:mas
dogme/S.() po:nom is:mas
dogon/F+() po:nom po:adj
dogue/S.() po:nom is:mas
doigt/S.() po:nom is:mas
dolcissimo/L'D'Q' po:adv
dolic/S.() po:nom is:mas
donne/S.() po:nom is:fem
donut/S.() po:nom is:mas
dorénavant/L'D'Q' po:adv
dorin/S.() po:nom is:mas
dorsoventral/W.() po:adj
dosse/S.() po:nom is:fem
douar/S.() po:nom is:mas
doublement/L'D'Q' po:adv
douma/S.() po:nom is:fem
douro/S.() po:nom is:mas
doute/S.() po:nom is:mas
douve/S.() po:nom is:fem
drain/S.() po:nom is:mas
drama/S.() po:nom is:mas
drame/S.() po:nom is:mas
drapé/S.() po:nom is:mas
drave/S.() po:nom is:fem
drège/S.() po:nom is:fem
drève/S.() po:nom is:fem
drill/S.() po:nom is:mas
drink/S.() po:nom is:mas
drive/S.() po:nom is:mas
droit/F.() po:nom po:adj
droitement/L'D'Q' po:adv
drôle/S.() po:adj is:epi
drome/S.() po:nom is:fem
drone/S.() po:nom is:mas
drupe/S.() po:nom is:fem
druse/S.() po:nom is:fem
ducat/S.() po:nom is:mas
duché/S.() po:nom is:mas
duite/S.() po:nom is:fem
dulie/S.() po:nom is:fem
duodi/S.() po:nom is:mas
durée/S.() po:nom is:fem
durit/S.() po:nom is:fem
dürüm/S.() po:nom is:mas
duvet/S.() po:nom is:mas
dyade/S.() po:nom is:fem
ébène/S.() po:nom is:fem
écang/S.() po:nom is:mas
écart/S.() po:nom is:mas
échec/S.() po:nom is:mas
éclaboussant/F.() po:adj
éclat/S.() po:nom is:mas
école/S.() po:nom is:fem
écope/S.() po:nom is:fem
écran/S.() po:nom is:mas
écrin/S.() po:nom is:mas
écrit/S.() po:nom is:mas
écrivailleur/Fs() po:nom
écrou/S.() po:nom is:mas
ecsta/S.() po:nom is:epi
écume/S.() po:nom is:fem
édile/S.() po:nom is:mas
édito/S.() po:nom is:mas
éducationnel/F+() po:adj
effervescent/F.() po:adj
effet/S.() po:nom is:mas
efflorescent/F.() po:adj
éfrit/S.() po:nom is:mas
égard/S.() po:nom is:mas
égéen/F+() po:nom po:adj
égide/S.() po:nom is:fem
égout/S.() po:nom is:mas
éhontément/L'D'Q' po:adv
eider/S.() po:nom is:mas
éland/S.() po:nom is:mas
elbot/S.() po:nom is:mas
élégamment/L'D'Q' po:adv
élève/S.() po:nom is:epi
élire/yB() po:v3__t____a
élisabéthain/F.() po:adj
élite/S.() po:nom is:fem
